     0.000,     0.000
     0.532,     0.532
     1.066,     1.065
     1.601,     1.598
     2.137,     2.132
     2.676,     2.666
     3.216,     3.201
     3.757,     3.736
     4.300,     4.273
     4.845,     4.809
     5.391,     5.347
     5.939,     5.885
     6.489,     6.423
     7.040,     6.963
     7.593,     7.503
     8.148,     8.043
     8.704,     8.584
     9.262,     9.126
     9.821,     9.669
    10.383,    10.212
    10.946,    10.756
    11.511,    11.301
    12.077,    11.846
    12.645,    12.392
    13.215,    12.939
    13.787,    13.486
    14.361,    14.034
    14.936,    14.583
    15.513,    15.132
    16.092,    15.682
    16.672,    16.233
    17.255,    16.785
    17.839,    17.338
    18.425,    17.891
    19.013,    18.445
    19.603,    18.999
    20.195,    19.555
    20.788,    20.111
    21.384,    20.668
    21.981,    21.226
    22.580,    21.785
    23.182,    22.344
    23.785,    22.904
    24.390,    23.466
    24.997,    24.027
    25.606,    24.590
    26.217,    25.154
    26.829,    25.718
    27.444,    26.283
    28.061,    26.850
    28.680,    27.417
    29.301,    27.984
    29.924,    28.553
    30.549,    29.123
    31.176,    29.693
    31.805,    30.265
    32.436,    30.837
    33.070,    31.411
    33.705,    31.985
    34.343,    32.560
    34.982,    33.136
    35.624,    33.713
    36.268,    34.291
    36.914,    34.870
    37.563,    35.450
    38.213,    36.031
    38.866,    36.613
    39.521,    37.196
    40.178,    37.780
    40.838,    38.365
    41.499,    38.951
    42.163,    39.538
    42.830,    40.126
    43.498,    40.715
    44.169,    41.305
    44.843,    41.897
    45.518,    42.489
    46.196,    43.082
    46.877,    43.677
    47.560,    44.273
    48.245,    44.870
    48.932,    45.468
    49.623,    46.067
    50.315,    46.667
    51.010,    47.268
    51.708,    47.871
    52.408,    48.475
    53.110,    49.080
    53.815,    49.686
    54.523,    50.293
    55.233,    50.902
    55.946,    51.512
    56.661,    52.123
    57.379,    52.735
    58.100,    53.349
    58.823,    53.964
    59.550,    54.580
    60.278,    55.198
    61.010,    55.816
    61.744,    56.437
    62.481,    57.058
    63.220,    57.681
    63.963,    58.305
    64.708,    58.931
    65.456,    59.558
    66.207,    60.186
    66.961,    60.816
    67.718,    61.448
    68.477,    62.080
    69.240,    62.714
    70.006,    63.350
    70.774,    63.987
    71.546,    64.626
    72.320,    65.266
    73.098,    65.908
    73.878,    66.551
    74.662,    67.196
    75.449,    67.842
    76.238,    68.490
    77.031,    69.140
    77.828,    69.791
    78.627,    70.444
    79.430,    71.098
    80.235,    71.754
    81.045,    72.412
    81.857,    73.071
    82.673,    73.733
    83.492,    74.396
    84.314,    75.060
    85.140,    75.727
    85.969,    76.395
    86.802,    77.065
    87.638,    77.737
    88.478,    78.410
    89.321,    79.086
    90.168,    79.763
    91.018,    80.442
    91.872,    81.123
    92.729,    81.806
    93.591,    82.491
    94.456,    83.178
    95.324,    83.867
    96.197,    84.558
    97.073,    85.251
    97.953,    85.946
    98.837,    86.643
    99.724,    87.342
   100.616,    88.043
   101.512,    88.747
   102.411,    89.452
   103.315,    90.160
   104.222,    90.870
   105.134,    91.582
   106.050,    92.296
   106.970,    93.013
   107.894,    93.731
   108.822,    94.452
   109.755,    95.176
   110.692,    95.902
   111.633,    96.630
   112.579,    97.360
   113.529,    98.093
   114.483,    98.829
   115.442,    99.567
   116.406,   100.307
   117.374,   101.050
   118.346,   101.795
   119.324,   102.543
   120.306,   103.294
   121.293,   104.047
   122.284,   104.803
   123.280,   105.562
   124.282,   106.323
   125.288,   107.088
   126.299,   107.854
   127.315,   108.624
   128.336,   109.397
   129.362,   110.172
   130.393,   110.951
   131.430,   111.732
   132.472,   112.516
   133.519,   113.304
   134.571,   114.094
   135.629,   114.887
   136.693,   115.684
   137.761,   116.484
   138.836,   117.286
   139.916,   118.092
   141.001,   118.902
   142.093,   119.714
   143.190,   120.530
   144.293,   121.350
   145.402,   122.172
   146.517,   122.999
   147.638,   123.828
   148.765,   124.661
   149.898,   125.498
   151.038,   126.339
   152.183,   127.183
   153.336,   128.030
   154.494,   128.882
   155.659,   129.737
